dataset_name,recommended_dim,sample_count,original_dim,class_count,baseline_quality,intrinsic_dim_pca_95,intrinsic_dim_twonn,minority_fraction,class_entropy_normalized,variance_in_top_10_pca,mean_centroid_cosine_distance,intrinsic_dim_mle,intrinsic_dim_lpca,intrinsic_dim_consensus,local_id_std,task_family_code,attr_conc.mean,attr_conc.sd,attr_ent.mean,attr_ent.sd,attr_to_inst,c1,c2,can_cor.mean,can_cor.sd,cat_to_num,class_conc.mean,class_conc.sd,class_ent,cls_coef,cor.mean,cor.sd,cov.mean,cov.sd,density,eigenvalues.mean,eigenvalues.sd,eq_num_attr,f1.mean,f1.sd,f1v.mean,f1v.sd,f2.mean,f2.sd,f3.mean,f3.sd,f4.mean,f4.sd,freq_class.mean,freq_class.sd,g_mean.mean,g_mean.sd,gravity,h_mean.mean,h_mean.sd,hubs.mean,hubs.sd,inst_to_attr,iq_range.mean,iq_range.sd,joint_ent.mean,joint_ent.sd,kurtosis.mean,kurtosis.sd,l1.mean,l1.sd,l2.mean,l2.sd,l3.mean,l3.sd,lh_trace,lsc,mad.mean,mad.sd,max.mean,max.sd,mean.mean,mean.sd,median.mean,median.sd,min.mean,min.sd,mut_inf.mean,mut_inf.sd,n1,n2.mean,n2.sd,n3.mean,n3.sd,n4.mean,n4.sd,nr_attr,nr_bin,nr_cat,nr_class,nr_cor_attr,nr_disc,nr_inst,nr_norm,nr_num,nr_outliers,ns_ratio,num_to_cat,p_trace,range.mean,range.sd,roy_root,sd.mean,sd.sd,sd_ratio,skewness.mean,skewness.sd,sparsity.mean,sparsity.sd,t1,t2,t3,t4,t_mean.mean,t_mean.sd,var.mean,var.sd,w_lambda,task_family,true_intrinsic_dim,is_synthetic,language,linear_sep_metric,linear_sep_value,linear_sep_threshold
XNLI English [baseline size=2000],4,1200.0,1152.0,3.0,0.4949999999999999,440.0,32.04114078149063,0.3333333333333333,0.9999999999999998,0.2023577674430219,0.0419518433267296,39.13639618578899,17.628,132.2013842418199,0.4833383907781379,1.0,0.0082025106421225,0.0013312467108982,3.321928094887362,0.0,0.0266666666666666,0.9999999999999998,0.0,0.4672847552793246,0.2095316365429657,0.0,0.0031767599068842,0.003616886258791,1.584962500721156,0.6240153698670476,1.4413017566531888e-16,1.768635599751602e-16,7.494022392884887e-17,1.018447216624042e-16,0.9201209341117598,0.591385910616396,0.340625314045279,76.1081424570812,0.984980825173834,0.0300034053605238,0.3668699181580979,0.1210978732885488,0.0051333991520359,0.0039524510657179,0.9695833333333334,0.0187222016155508,0.7800000000000001,0.0465530611238401,0.3333333333333333,0.0,0.0,0.0,0.964260854419452,0.0,0.0,0.8678789745271013,0.2033092579092777,37.5,1.003614927923182,0.2928132388759594,4.88606545851343,0.0235627385590464,0.0989224935802615,0.2585563908396593,0.1481549437784421,0.0246569076068779,0.2504166666666667,0.0626789105946596,0.2241666666666666,0.0686059096094012,0.7231066928271292,0.9983694444444444,0.7432115886886344,0.2144823833461021,2.514417165579091,0.524092936897815,1.5809113277735302e-17,4.7709294722135795e-17,0.0019343360686501,0.030841899226244338,-2.5077345967159217,0.5576970468134368,0.0208251370950873,0.0235627385590464,0.6925,0.5018845338351662,0.0354292125447546,0.5366666666666666,0.4988616454890128,0.485,0.4999833191546101,32.0,0.0,0.0,3.0,0.0,2.0,1200.0,16.0,32.0,32.0,158.51530497587942,0.0,0.4806135917452901,5.022151762295012,0.9515717829168768,0.6097195495497468,0.7450319639703464,0.193609605943732,1.0533424494313135,-0.0121061085508053,0.1491848382757193,0.0,0.0,0.9975,0.0266666666666666,0.0241666666666666,0.90625,0.0039081159476632,0.021463350835642,0.5913859106163961,0.3406253140452792,0.5579606602476831,pair,,0.0,en,kappa_vs_majority,0.24249999999999983,0.1
XNLI English [size=601],4,601.0,1152.0,3.0,0.4991708126036484,320.0,33.22505283040482,0.3327787021630615,0.9999974813590288,0.2113124538477877,0.0528107414529414,38.15832826227456,17.852,102.30884527316984,0.355099985919459,1.0,0.0118028424400779,0.0025370703595372,2.999986066681152,0.0,0.0532445923460898,0.9999974813590288,4.156258702203708e-06,0.4786345687799056,0.2153862605612581,0.0,0.005537699038429,0.0065009668275,1.584958508769664,0.6308103053558185,1.4452731545414675e-16,1.7053412525780463e-16,8.076268032291632e-17,1.0396344888970735e-16,0.920610094287299,0.6351643365402633,0.3409013085763654,56.67519080172341,0.9842320828908684,0.0379513408115738,0.3385074794973001,0.1216613167138686,0.0031881496264134,0.0014746564856567,0.9476018287614296,0.0346225390322091,0.5632668329177056,0.0409494761461523,0.3333333333333333,0.000960649366372,0.0,0.0,1.7427446551501804,0.0,0.0,0.8713908809822647,0.2007535312613797,18.78125,1.024620168275503,0.2878048001076178,4.5569789261720235,0.0323822746949487,0.1954776811318406,0.3841892525678913,0.146076147466645,0.0331115317028264,0.2321425602660016,0.0522959263524042,0.1822090606816292,0.0350192533873314,0.7805358842604708,0.9967912602678288,0.7543610416804662,0.2065187522346867,2.3714502758469633,0.5302623040866047,4.814507084740955e-18,2.1446155879327817e-17,0.0062310834737857,0.05109467800715599,-2.475683848876283,0.641099998368027,0.0279656492787928,0.0323822746949487,0.7021630615640599,0.5016840332426366,0.0361780708007796,0.5524126455906821,0.4976595249496947,0.3477537437603993,0.4766540806393328,32.0,0.0,0.0,3.0,0.0,2.0,601.0,19.0,32.0,32.0,106.27396445453265,0.0,0.5045733421008146,4.8471341247232465,1.0066395991680344,0.6613497928187897,0.7749194280887441,0.1891624091712881,1.0928157404182677,-0.0704264366308338,0.2081890982440642,0.0,0.0,0.9983361064891848,0.0532445923460898,0.0499168053244592,0.9375,0.0075084314665057,0.0346104459723281,0.6351643365402633,0.3409013085763654,0.5378195859165898,pair,,0.0,en,kappa_vs_majority,0.24875621890547256,0.1
"XNLI English [size=698, imbalanced]",2,540.0,1152.0,3.0,0.524074074074074,307.0,34.36211761718196,0.137037037037037,0.9081534287829038,0.2090946702880734,0.0680215212027389,37.07104356763267,17.868,99.07529029620366,0.3384907679686404,1.0,0.0130497528343925,0.002863505580583,2.9999604195271727,0.0,0.0592592592592592,0.9081534287829038,0.105392831236399,0.4594937156376612,0.1567215356355351,0.0,0.0053154702954852,0.0041981587132672,1.4393891295222438,0.6354236724437382,1.6146827607072902e-16,1.7875185618650679e-16,9.447283130498832e-17,1.4433727191005835e-16,0.9082319796605512,0.6272058960369309,0.3387935105984272,52.03472417370466,0.986036543759073,0.0277071203767607,0.3130912529199476,0.1417744813523158,0.0021091589099425,0.0022340438282779,0.9324395483543264,0.0448691855746058,0.36583439347975,0.251710324439561,0.3333333333333333,0.1699975792613898,0.0,0.0,1.2106562955577151,0.0,0.0,0.8337379922748592,0.2117914826113915,16.875,1.01794912994214,0.2897393258687449,4.411687460850059,0.0219059955748743,0.1249833075936896,0.3926670025897344,0.1319069559095859,0.0362268964166708,0.1794559934387422,0.096750454835305,0.1538703499182172,0.0961898222397096,0.6204445347939013,0.995847050754458,0.752018108062674,0.213196823058082,2.3255054779526816,0.5142519422369515,-3.109652453232499e-18,1.954037359666106e-17,-0.0007214280040307,0.0414270609453933,-2.323952952194261,0.5597677445500088,0.0276620881993572,0.0219059955748743,0.6444444444444445,0.4999943212508128,0.0344277145392543,0.4851851851851851,0.500243876482483,0.337037037037037,0.4731359464864447,32.0,0.0,0.0,3.0,0.0,2.0,540.0,22.0,32.0,31.0,107.4502514020934,0.0,0.4468305891529681,4.649458430146942,0.9148847795182332,0.4820445148507231,0.7696673741752087,0.1895816219953011,1.1303217549683466,0.0005715584530515,0.2191633279111723,0.0,0.0,0.9962962962962963,0.0592592592592592,0.0555555555555555,0.9375,0.0003212130884105,0.0264313279152826,0.6272058960369309,0.3387935105984274,0.5927121868920568,pair,,0.0,en,kappa_vs_majority,0.28611111111111104,0.1
"XNLI English [size=1049, imbalanced]",2,737.0,1152.0,3.0,0.5400309717382887,372.0,32.91188535600705,0.0515603799185888,0.7832531941219506,0.1966116873903363,0.0558478096125074,40.49856778059504,17.896,115.82661328415053,0.3052605444534226,1.0,0.0118777397005202,0.0030104357583402,3.1699143433377865,0.0,0.0434192672998643,0.7832531941219506,0.1927848645168266,0.366309921578024,0.1060902064314113,0.0,0.0036005191197319,0.0032694732443855,1.24142694125336,0.6364545588325051,1.3724128307355106e-16,1.4988414606662748e-16,7.298495861140775e-17,8.966789835155901e-17,0.8951721137396024,0.6011316260458013,0.3272345921675401,57.13560493683635,0.9912618417306543,0.0164091798464382,0.3670559509578674,0.1326846328074682,0.0014465465998578,0.0024874687825448,0.8847642514731745,0.0666395255104169,0.2494039103481163,0.4319802443292908,0.3333333333333333,0.24402347882726,0.0,0.0,1.3643475190461671,0.0,0.0,0.8298319015769282,0.2017055308410949,23.03125,1.0192461097834995,0.2750597960397007,4.389613555574787,0.0201781537179322,0.0470259394075625,0.2358454043303831,0.1098476337652862,0.0541072119714542,0.1687592924341041,0.1314808654653891,0.1549300125104036,0.1075514838964098,0.3345993364886043,0.9967800076955792,0.7509873057399994,0.1971123614230167,2.3699432738370905,0.4537214208684589,4.152038279000119e-18,2.3149695437819377e-17,-0.0099426354548719,0.06189112833452097,-2.3454652952208206,0.4549909700538739,0.0217277290163596,0.0201781537179322,0.6227951153324288,0.4958701371342746,0.0353137266403815,0.4559023066485753,0.498389832586551,0.2944369063772049,0.4560987559266171,32.0,0.0,0.0,3.0,0.0,2.0,737.0,21.0,32.0,31.0,144.89257537918652,0.0,0.2796210491936557,4.715408569057911,0.7677258610094492,0.2418804981317167,0.7533628563022148,0.1861696286237484,1.2705574223914071,0.0405798668344556,0.2233302947621417,0.0,0.0,0.9959294436906376,0.0434192672998643,0.0407055630936228,0.9375,-0.0076921797231705,0.0402246726130605,0.6011316260458013,0.3272345921675402,0.7369054397976104,pair,,0.0,en,kappa_vs_majority,0.3100464576074331,0.1
XNLI Russian [baseline size=2000],4,1200.0,1152.0,3.0,0.4641666666666666,431.0,28.036393896077115,0.3333333333333333,0.9999999999999998,0.2208636551082313,0.0344709840034149,35.38758175213773,17.028,127.86299391205372,0.1649727250184102,1.0,0.0082464687074466,0.0032108217218106,3.321928094887362,0.0,0.0266666666666666,0.9999999999999998,0.0,0.4385468162190676,0.1907552376031901,0.0,0.0029781199069372,0.0032931488551143,1.584962500721156,0.6188495722545344,1.4610062728925774e-16,1.622508817198959e-16,5.104675466284238e-17,6.150707309889501e-17,0.9199318876841812,0.4122832370217849,0.2638918590365278,81.56566244415492,0.986842681542768,0.0287646711575424,0.399586253885399,0.1187894602510458,0.004731911580467,0.0012829502005272,0.9625,0.0216506350946109,0.7779166666666667,0.0375901693709051,0.3333333333333333,0.0,0.0,0.0,0.7267027138913522,0.0,0.0,0.8821134059867374,0.1832136340191892,37.5,0.8145318437187679,0.2576190218056425,4.887458858610044,0.0216802814307198,0.2093037623466924,0.290017880268285,0.1560582900964002,0.0189533013747878,0.2575,0.0606346641781745,0.2220833333333333,0.0506262859918968,0.5914980071894137,0.9983979166666668,0.6035587476187647,0.1886988432858819,2.041634467610377,0.3517715997868385,-5.955883934187043e-19,2.712846680759252e-17,0.0101488635173787,0.032383594727720344,-2.114632108659235,0.5735473040403201,0.0194317369984743,0.0216802814307198,0.7183333333333334,0.5049032697875369,0.034318524804106,0.5741666666666667,0.4946748678775251,0.1333333333333333,0.3400763622566168,32.0,0.0,0.0,3.0,0.0,2.0,1200.0,16.0,32.0,31.0,169.953738986287,0.0,0.4210341807048108,4.156266576269611,0.8509534330387576,0.4899205467266603,0.6188915600928088,0.1737821368530497,1.055960681377143,-0.0343319159124373,0.1944817658289648,0.0,0.0,0.9975,0.0266666666666666,0.0241666666666666,0.90625,0.0044704993402837,0.0227553319374553,0.4122832370217849,0.2638918590365279,0.6092869124015429,pair,,0.0,ru,kappa_vs_majority,0.19624999999999992,0.1
XNLI Russian [size=747],4,747.0,1152.0,3.0,0.5100401606425703,351.0,29.55218089191197,0.3333333333333333,0.9999999999999998,0.2304993050018592,0.0468108086122182,33.99576382941686,17.46,108.0019861803322,0.4983974317750844,1.0,0.0111479892955136,0.0020657754731301,3.1699250014423126,0.0,0.0428380187416332,0.9999999999999998,0.0,0.4824653853056644,0.1857511012220485,0.0,0.0043241143800099,0.003921916638107,1.584962500721156,0.6102699729382735,1.3911875800423874e-16,1.4751468097238656e-16,5.1693443126571735e-17,6.138501861047605e-17,0.917571985888146,0.4353600429212646,0.2696828592582149,62.51729251858031,0.9843734627690928,0.0317226174674139,0.3406886254318064,0.1097760739391993,0.0011560639557443,0.0005334894800435,0.9404283801874164,0.0277030817758699,0.5856760374832665,0.0485401359017828,0.3333333333333333,0.0,0.0,0.0,0.7866874361979388,0.0,0.0,0.877239274757476,0.1911821200328866,23.34375,0.8374518541496805,0.2678818649682109,4.729535116657488,0.0235085365425912,0.2665600159678563,0.4112913549527938,0.1471591658936168,0.0233479579364015,0.2269076305220883,0.0637530436401106,0.2182061579651941,0.0470639781291752,0.7451506813264788,0.9973996835176494,0.6218042042927265,0.1973954578818268,2.0620556013065703,0.3929101990633422,3.6227156928029752e-19,1.2597330344072764e-17,0.0106000378914324,0.03714864518207808,-2.1114300128167054,0.5490532810650183,0.0253523855059798,0.0235085365425912,0.7255689424364123,0.5044833309292441,0.036182231335779,0.5783132530120482,0.4941598262835558,0.358768406961178,0.4799604358895727,32.0,0.0,0.0,3.0,0.0,2.0,747.0,19.0,32.0,30.0,124.03458503716064,0.0,0.5000491676414901,4.173485614123276,0.8067504237190833,0.6045292623749344,0.6368687360267105,0.1752660826706486,1.0815702591071978,-0.0301436131855083,0.2336219288245928,0.0,0.0,0.994645247657296,0.0428380187416332,0.038821954484605,0.90625,0.00633993817368,0.0267254582735284,0.4353600429212646,0.2696828592582149,0.5464001821691339,pair,,0.0,ru,kappa_vs_majority,0.26506024096385544,0.1
"XNLI Russian [size=1205, imbalanced]",8,878.0,1152.0,3.0,0.5478439073043776,374.0,29.235051876212243,0.0854214123006833,0.8426553415606688,0.2268681648538363,0.0444274555222113,34.01417643022621,17.032,113.5703070766096,0.176,1.0,0.0092838073504607,0.001617936348309,3.169906279438482,0.0,0.0364464692482915,0.8426553415606688,0.1566440491279177,0.3798388278124353,0.1818819262056119,0.0,0.0034286824207975,0.0031245008313394,1.3355771174060378,0.6253853870872139,1.4783387847673096e-16,1.8191335288361975e-16,5.129969456926002e-17,6.786953348961513e-17,0.8997410409789015,0.4186818113779155,0.2644352441324648,66.56104194464757,0.989948871581076,0.0253783877961507,0.3636242469710722,0.1539222452717372,0.0015883579759432,0.0023601699492869,0.9388924240116978,0.0450368081496061,0.5451774525976706,0.2551029236040141,0.3333333333333333,0.2146987767677825,0.0,0.0,0.8266349843636374,0.0,0.0,0.8437254735640102,0.1950189736121072,27.4375,0.8273974464098357,0.2589474528435794,4.485417948973126,0.0185696823285439,0.2007148689366815,0.3558098757837928,0.1272473963900765,0.0417189088637608,0.1822792871779538,0.1087524004156763,0.1654943664848945,0.0921722184033822,0.4160222657781112,0.9978090088781192,0.6129208118267733,0.190238182420813,2.118511348364349,0.4678209581000903,-2.8451045619665126e-19,1.6879307539579072e-17,0.0069086825947789,0.026198820866471476,-2.0452602339123627,0.5130884628093131,0.0200654478713946,0.0185696823285439,0.7072892938496583,0.5026551988657141,0.0328412038262299,0.541002277904328,0.4985999989428143,0.3451025056947608,0.4756726507446716,32.0,0.0,0.0,3.0,0.0,2.0,878.0,15.0,32.0,31.0,156.9783466462022,0.0,0.3216361053081134,4.163771582276712,0.878583118056137,0.3486543214472652,0.6243491192320343,0.1726304684866152,1.1094366435733185,-0.0152827620116377,0.1745820120963336,0.0,0.0,1.0,0.0364464692482915,0.0330296127562642,0.90625,0.0046929812345755,0.0177769917613928,0.4186818113779155,0.2644352441324648,0.6946806403505341,pair,,0.0,ru,kappa_vs_majority,0.3217658609565664,0.1
XNLI Russian [size=1216],4,1200.0,1152.0,3.0,0.4566666666666667,433.0,27.343584326185425,0.3333333333333333,0.9999999999999998,0.2215583609669224,0.0387040384162682,35.31835615874615,17.024,128.17148512123288,0.1530490117576719,1.0,0.0075866300885928,0.0012597921026598,3.321928094887362,0.0,0.0266666666666666,0.9999999999999998,0.0,0.4498516744833762,0.2006899449237371,0.0,0.0029800006935354,0.0037323655267426,1.584962500721156,0.6145913240727624,1.4182367361381555e-16,1.5680702079471102e-16,4.870898511268784e-17,5.702391949461255e-17,0.9187781484570476,0.4141487148053385,0.2634077352183335,81.39518400710803,0.986093452611564,0.0330972626244414,0.3876545337062902,0.1201714053509658,0.0068853450190634,0.0038546404956473,0.9779166666666668,0.0104083299973306,0.7949999999999999,0.0303108891324553,0.3333333333333333,0.0,0.0,0.0,0.6922282457882564,0.0,0.0,0.8749274553738824,0.1963741928970933,37.5,0.8156274174343361,0.2486995840438088,4.887418159738322,0.0244985924360235,0.2739801017811252,0.4006602786444128,0.1495518988108398,0.0172926665220469,0.2620833333333334,0.0572321660723524,0.2337499999999999,0.056305528147776,0.6436530460232552,0.9984215277777778,0.6047943407456859,0.1860737055400827,2.075582874592027,0.4006983379464005,9.916835871000747e-18,3.534192334162289e-17,0.0060505190512126,0.03834480049133377,-2.119534219174974,0.5366913111185637,0.0194724358701952,0.0244985924360235,0.7175,0.5054248777734618,0.0352997853615321,0.5708333333333333,0.4951635703044865,0.5083333333333333,0.5001389854092168,32.0,0.0,0.0,3.0,0.0,2.0,1200.0,12.0,32.0,31.0,169.59643267188466,0.0,0.4450095120644876,4.195117093767001,0.8456479510238303,0.5388899592459905,0.6202964306705796,0.1741517407399758,1.052033545646636,-0.0274216870632066,0.2211922441351172,0.0,0.0,0.9991666666666666,0.0266666666666666,0.0241666666666666,0.90625,0.0040228981229809,0.028153114842373,0.4141487148053385,0.2634077352183335,0.5881976419994388,pair,,0.0,ru,kappa_vs_majority,0.18500000000000008,0.1
STS-B [baseline size=2000],48,407.0,768.0,4.0,0.8511442187500774,191.0,14.165696860781711,0.2407862407862407,0.999783541451835,0.2465721745355072,0.414054532657013,27.6476483484966,16.568,62.34533630231958,0.6851102101122125,2.0,0.0161773353625365,0.0039601672934031,2.8072735114315517,1.8099952918927665e-05,0.0786240786240786,0.999783541451835,0.0002645124409174,0.3697585419812895,0.0879856659099984,0.0,0.0090472459558041,0.0031538021610245,1.99956708290367,0.6015156936087169,1.5271220175091235e-16,1.6759220327834551e-16,9.69046437537482e-17,1.0658874579175094e-16,0.9392164219750426,0.7438721827059742,0.4278129024202415,50.4022382699411,0.9866985234160994,0.0087190540185132,0.4115056473049962,0.0731646742839985,0.0018742257118164,0.0017051844349724,0.9468217196282404,0.0131200395014295,0.0255292602430974,0.0535465451501017,0.25,0.0070572022684742,0.0,0.0,0.852829091314418,0.0,0.0,0.9053651644983336,0.1818091710011998,12.71875,1.0809918508040135,0.2170176558598312,4.767168406124165,0.0135705832864643,0.2640618757932093,0.6374673385271459,0.1780488691733244,0.0174803059752681,0.2457495615978579,0.0278887259135085,0.2360716680387056,0.0365217372319762,0.5073569184233682,0.9961545194960428,0.7970935706528413,0.1556217751347695,2.4160081120915153,0.4373307822329486,2.1652076800889883e-18,2.5273029770053044e-17,0.0306897032915443,0.09037547734462145,-2.5440055690487453,0.7251969434652392,0.0396721882110575,0.0135672515781837,0.7886977886977887,0.508734161150346,0.0757779011058896,0.6609336609336609,0.4739750289842324,0.4226044226044226,0.4945815749359317,32.0,0.0,0.0,4.0,0.0,3.0,407.0,19.0,32.0,30.0,69.76175119196228,0.0,0.4256470929156388,4.960013681140261,0.9621789435765076,0.226600449688078,0.8382122787532815,0.206406697698795,1.1857853892450818,-0.1084020461824281,0.4204315310133178,0.0,0.0,0.977886977886978,0.0786240786240786,0.0737100737100737,0.9375,0.023289265249263,0.0705079960226803,0.7438721827059742,0.4278129024202416,0.6287911158273732,sts,,0.0,en,abs_spearman,0.8511442187500774,0.15
STS-B [size=1478],48,414.0,768.0,4.0,0.8573338093131193,193.0,16.056269574089093,0.2318840579710145,0.9987560850260984,0.2542066007926179,0.3831262953474403,26.060729035216024,16.952,63.01724965232628,0.4167685208841953,2.0,0.0155681085113119,0.0048272010404889,2.80727624176967,1.749229415255993e-05,0.0772946859903381,0.9987560850260984,0.001558713403732,0.306785811459324,0.064763781870544,0.0,0.0080760440412287,0.0021804189420563,1.9975121700521965,0.625489299978143,1.5315393970068859e-16,1.6288251608311402e-16,1.0171074773937084e-16,1.0984555095153592e-16,0.9408592717362062,0.7731544205034763,0.4620782896000157,56.40820736218307,0.990914331780368,0.0075816530757265,0.5309096718621031,0.0655729022720363,0.0025351545452722,0.0014130688525843,0.9441971849045342,0.0174581794678073,0.1148417222615409,0.1028120434872144,0.25,0.0170228458227584,0.0,0.0,0.9990717616443195,0.0,0.0,0.8822960614356279,0.2149233570890768,12.9375,1.0638622357455862,0.2552401546468889,4.769376682510444,0.0098109128381341,0.345656064828512,0.7814748013593878,0.192361652062929,0.0118017278530222,0.3129269321815965,0.0204444598190406,0.2779403632853652,0.0311574406133684,0.3265550986517845,0.9964059838035894,0.7826656097962152,0.1872161723267317,2.4361701244981075,0.457337507864799,-3.989025964081934e-18,2.149374586526262e-17,0.0151113037868115,0.08866530814412267,-2.6574158937567582,0.8732465384235709,0.0354117293114221,0.0098099028130544,0.8140096618357487,0.522048970395467,0.0663268585456759,0.6594202898550725,0.4744775663224312,0.4251207729468599,0.4949594450120788,32.0,0.0,0.0,4.0,0.0,3.0,414.0,17.0,32.0,30.0,78.27532194436424,0.0,0.2907412972226185,5.093586018254866,1.138785292117557,0.1651507451604162,0.8520168701432216,0.2207825928033745,1.162245471202851,-0.1163051216879707,0.4295817380870375,0.0,0.0,0.9806763285024156,0.0772946859903381,0.072463768115942,0.9375,0.0132480108494332,0.0705627100819164,0.7731544205034764,0.4620782896000159,0.7350018531698074,sts,,0.0,en,abs_spearman,0.8573338093131193,0.15
STS-B [size=353],48,353.0,768.0,4.0,0.8164667509584115,180.0,16.648300536597866,0.2322946175637393,0.9977514036116272,0.2445149909501118,0.4177975155599698,28.305026731682332,16.92,60.46833181707005,0.4399999999999999,2.0,0.0180974328965758,0.0042822728928266,2.8072855197964395,0.0,0.0906515580736544,0.9977514036116272,0.0028432586161538,0.3484763287381971,0.0707506931155277,0.0,0.0094950596248503,0.003123739043927,1.9955028072232543,0.6103793626707132,1.5316056698253686e-16,1.6510745220993607e-16,1.0498608313624012e-16,1.349963417526969e-16,0.9399626577388616,0.750561027858133,0.3849071910079408,47.81605758838357,0.988302541732429,0.0083698374743251,0.4626003786897106,0.0803039691150655,0.0009143726550536,0.0002969043124512,0.9450738314627872,0.0069641180477722,0.0,0.0,0.25,0.0229415120174813,0.0,0.0,1.0152208501459494,0.0,0.0,0.8967596444832947,0.1881021610106614,11.03125,1.0585285379751843,0.2313200453712296,4.761055425817316,0.013845220799114,0.4536494259097381,0.7842959601509478,0.1870684949746482,0.0075035875370891,0.2620981224812381,0.0260445001964114,0.2635277119475795,0.030096604995404,0.4359216481194001,0.9955059425884164,0.7845119049474214,0.1662891823181832,2.640068925771507,0.6530842960556542,2.4374584818257685e-18,2.2239700386345498e-17,0.0003935776321866,0.06868240098020345,-2.571289542901714,0.5736001856265317,0.0417329012023785,0.013845220799114,0.7818696883852692,0.5143233134945328,0.0645781791273433,0.6005665722379604,0.4904771757198672,0.4419263456090651,0.4973209193592666,32.0,0.0,0.0,4.0,0.0,3.0,353.0,20.0,32.0,29.0,66.2679214460278,0.0,0.3743185762252112,5.21135846867322,1.047264739485642,0.224879653282479,0.8453981010224068,0.1924056967725907,1.2059173994215848,0.0442160645532773,0.2673364712752883,0.0,0.0,0.9830028328611898,0.0906515580736544,0.0849858356940509,0.9375,-0.0017218467862303,0.0403907796760519,0.7505610278581331,0.3849071910079415,0.6680578867531274,sts,,0.0,en,abs_spearman,0.8164667509584115,0.15
STS-B [size=579],48,579.0,768.0,4.0,0.8104753154584464,220.0,8.535646275355235,0.2107081174438687,0.9959205279981316,0.234042436756406,0.315481252245818,27.311848331260812,17.248,68.27387365165401,0.5162325057568536,2.0,0.013830866233226,0.0037254185268312,2.999967760935771,0.0,0.0552677029360967,0.9959205279981316,0.0048465125134856,0.2678681624358314,0.0792893714163706,0.0,0.0059606632240294,0.001952358257051,1.9918410559962632,0.6153021840594409,1.6018808754464121e-16,1.5672912233468936e-16,1.0243448699582419e-16,1.1244322082668474e-16,0.939676449671609,0.7135039690815206,0.3802270377364387,65.50502029069223,0.9928801969788518,0.0061912588434962,0.5937072262686897,0.0863671198749597,0.0049653094725136,0.0027991417625701,0.9597808812301154,0.0087570776698256,0.4560335115671587,0.0504576673911556,0.25,0.0304212693502738,0.0,0.0,0.7363404285700088,0.0,0.0,0.8938832645791993,0.1960397605671804,18.09375,1.0583938986158117,0.2148013400013799,4.961401360417143,0.0099453080055922,0.2405063933321739,0.4575447171007271,0.1857920297190664,0.0067698007842105,0.3192555333406406,0.0276617504038757,0.3001020667082412,0.021019006949036,0.2514531753259281,0.9975539984667746,0.7807696959321366,0.1481514308571685,2.4783980009352566,0.543759375066888,-1.953436453086145e-18,2.4957313117673485e-17,0.0061816714785079,0.05810525164194894,-2.583162521848867,0.7176112352008037,0.0304074565148907,0.0099453080055922,0.846286701208981,0.525292622585913,0.0744575114625497,0.7253886010362695,0.4467041696290247,0.4248704663212435,0.4947507591119226,32.0,0.0,0.0,4.0,0.0,3.0,579.0,19.0,32.0,32.0,97.6589509539103,0.0,0.2278336661794532,5.061560522784124,1.0951634604829257,0.1405214202519615,0.8227650344882936,0.194270624957269,1.110931978398937,-0.0607499328510642,0.2988911836494778,0.0,0.0,0.9844559585492229,0.0552677029360967,0.0518134715025906,0.9375,0.0068806477932453,0.0432893814986169,0.7135039690815206,0.3802270377364387,0.7872585164842747,sts,,0.0,en,abs_spearman,0.8104753154584464,0.15
STS multilingual RU [baseline size=2000],56,417.0,768.0,4.0,0.7885443221265942,183.0,7.107889436635542,0.237410071942446,0.999093912235807,0.2827227635049695,0.2677949486186286,23.4329256893213,16.868,57.60220378148921,0.615285299678125,2.0,0.0159625220196026,0.0040241481204581,2.8073051017825765,0.0,0.0767386091127098,0.999093912235807,0.0011483915924819,0.3093730653215327,0.087567575479208,0.0,0.0077643150153871,0.0027172484121011,1.998187824471614,0.612979365098287,1.4342890267501522e-16,1.5534725288683338e-16,7.568447463771214e-17,9.635125705377294e-17,0.9395752628666296,0.6326159477587343,0.4216069960718708,58.75246867577862,0.9905477719540666,0.0063921235161706,0.5029407665771357,0.0784017837068444,0.0019574666628515,0.000847858555215,0.9559944194017592,0.0085132880269358,0.1667178715820483,0.1059930612663646,0.25,0.0145705244872567,0.0,0.0,0.7731673506803024,0.0,0.0,0.8854445677664813,0.2095699743706251,13.03125,0.94030288814449,0.1985130021381707,4.771482647715965,0.0120829398457293,0.5005331419864738,0.604457676952732,0.1820133639848642,0.0058342129898149,0.3014802260230473,0.028339608083689,0.2627819229560676,0.0275696645611223,0.345527237934483,0.9966242833071672,0.6922604503641161,0.1373843306798501,2.3514167918771873,0.7330523101379594,2.2297644679222273e-18,2.6901367242022797e-17,0.0037489053125118,0.08063968527022064,-2.405392843924192,0.7159918501504534,0.0340102785382257,0.0120829398457293,0.8705035971223022,0.5214451608424725,0.0731570373064474,0.7338129496402878,0.4424941259118803,0.448441247002398,0.4979319897049377,32.0,0.0,0.0,4.0,0.0,3.0,417.0,15.0,32.0,31.0,81.54284358851442,0.0,0.3024712411899377,4.75680963580138,1.1983314047150395,0.1964585348825983,0.7662528591629376,0.216654929640798,1.1863838700794866,-0.0530607446018424,0.4290635861750178,0.0,0.0,0.9808153477218226,0.0767386091127098,0.0695443645083932,0.90625,0.0079768411827193,0.0698488284285584,0.6326159477587342,0.4216069960718707,0.7240498440754485,sts,,0.0,ru,abs_spearman,0.7885443221265942,0.15
