dataset_name,recommended_dim,sample_count,original_dim,class_count,baseline_quality,intrinsic_dim_pca_95,intrinsic_dim_twonn,minority_fraction,class_entropy_normalized,variance_in_top_10_pca,mean_centroid_cosine_distance,intrinsic_dim_mle,intrinsic_dim_lpca,intrinsic_dim_consensus,local_id_std,task_family_code,attr_conc.mean,attr_conc.sd,attr_ent.mean,attr_ent.sd,attr_to_inst,c1,c2,can_cor.mean,can_cor.sd,cat_to_num,class_conc.mean,class_conc.sd,class_ent,cls_coef,cor.mean,cor.sd,cov.mean,cov.sd,density,eigenvalues.mean,eigenvalues.sd,eq_num_attr,f1.mean,f1.sd,f1v.mean,f1v.sd,f2.mean,f2.sd,f3.mean,f3.sd,f4.mean,f4.sd,freq_class.mean,freq_class.sd,g_mean.mean,g_mean.sd,gravity,h_mean.mean,h_mean.sd,hubs.mean,hubs.sd,inst_to_attr,iq_range.mean,iq_range.sd,joint_ent.mean,joint_ent.sd,kurtosis.mean,kurtosis.sd,l1.mean,l1.sd,l2.mean,l2.sd,l3.mean,l3.sd,lh_trace,lsc,mad.mean,mad.sd,max.mean,max.sd,mean.mean,mean.sd,median.mean,median.sd,min.mean,min.sd,mut_inf.mean,mut_inf.sd,n1,n2.mean,n2.sd,n3.mean,n3.sd,n4.mean,n4.sd,nr_attr,nr_bin,nr_cat,nr_class,nr_cor_attr,nr_disc,nr_inst,nr_norm,nr_num,nr_outliers,ns_ratio,num_to_cat,p_trace,range.mean,range.sd,roy_root,sd.mean,sd.sd,sd_ratio,skewness.mean,skewness.sd,sparsity.mean,sparsity.sd,t1,t2,t3,t4,t_mean.mean,t_mean.sd,var.mean,var.sd,w_lambda,task_family,true_intrinsic_dim,is_synthetic,language,linear_sep_metric,linear_sep_value,linear_sep_threshold
Amazon Polarity [baseline size=2000],8,1200.0,384.0,2.0,0.8250000000000001,149.0,26.16423531507511,0.5,1.0,0.3388183046211637,0.1496878216287694,28.54433100337455,17.0,55.17714157961241,0.0,0.0,0.0078457020906091,0.0010912332355632,3.321928094887362,0.0,0.0266666666666666,1.0,0.0,0.7407878036328707,0.0,0.0,0.0028846223907782,0.0086612239328646,1.0,0.6072557370245382,1.4032481512860666e-16,1.6714311367446686e-16,1.9944946003065136e-17,2.505527112079167e-17,0.8768974145120934,0.1969544196201247,0.1936333166086195,48.68304835243043,0.9828510446871496,0.0727009311234714,0.170750920964732,0.0,0.0084350538914936,0.0,0.8975,0.0,0.7691666666666667,0.0,0.5,0.0,0.0,0.0,0.7977506170382207,0.0,0.0,0.8246355925131014,0.1965393706485732,37.5,0.5560258897330207,0.2764650429886208,4.301387063997909,0.0659236540969663,0.2765863837545511,0.3903361014148394,0.0957659360367162,0.0,0.1324999999999999,0.0,0.1025,0.0,1.2161478594900397,0.9973673611111112,0.4076439597502522,0.1910217429201409,1.3836634774937329,0.3861794487497381,-2.584737979205442e-18,3.124340204931044e-17,-0.0022651619128387,0.044015075823352824,-1.3734618173408115,0.3517942792152302,0.0205410308894528,0.0659236540969663,0.485,0.4882897804261705,0.0318882116342827,0.3333333333333333,0.4716010621882686,0.08,0.2714063088564312,32.0,0.0,0.0,2.0,0.0,1.0,1200.0,13.0,32.0,31.0,160.72158606669856,0.0,0.5487665700112125,2.7571252948345446,0.6423641062729725,1.2161478594900397,0.4158010185852471,0.1576077042937434,1.0261719247237513,0.0426134625338345,0.2642366019900932,0.0,0.0,0.9958333333333332,0.0266666666666666,0.0241666666666666,0.90625,-0.0020450537341513,0.0326542223930168,0.1969544196201248,0.1936333166086195,0.4512334299887874,single,,0.0,en,kappa_vs_majority,0.6500000000000001,0.1
Amazon Polarity [size=452],8,452.0,384.0,2.0,0.7498896247240617,132.0,25.321685878045635,0.5,1.0,0.3509968902433373,0.1624769345595147,25.671857141111065,16.992,49.99638575478917,0.0890842298052803,0.0,0.0129431952754629,0.0027709496205381,2.8073125212926255,0.0,0.0707964601769911,1.0,0.0,0.7275370481500252,0.0,0.0,0.0048010794856531,0.0081615319714817,1.0,0.6219515173169883,1.2269399251287682e-16,1.795203186089867e-16,2.127054063702665e-17,3.0667356791240976e-17,0.8778525597001746,0.2140035998527178,0.2008914438180812,45.51908216475191,0.9834590576115358,0.048245054390615,0.182539654491251,0.0,0.0048650491066839,0.0,0.8606194690265486,0.0,0.495575221238938,0.0,0.5,0.0,0.0,0.0,0.8183123552873575,0.0,0.0,0.7823298049064961,0.2398572974028406,14.125,0.5764305922164781,0.2810848673482296,3.785343712774462,0.0405968991373707,0.2468064177385418,0.408791463761929,0.1043753201459213,0.0,0.1460176991150442,0.0,0.1261061946902655,0.0,1.1245412741800376,0.9933921998590336,0.4216357892687098,0.1926944673167135,1.3142632812972597,0.3765260180143609,-3.500150022324886e-18,1.5349015346215392e-17,0.006169380613063,0.04338196780282304,-1.2959680559193922,0.3184610849669403,0.0219688085181638,0.0405968991373707,0.504424778761062,0.4885802872127742,0.0324895374002699,0.3606194690265487,0.4807123007292871,0.2787610619469026,0.4488865411409603,32.0,0.0,0.0,2.0,0.0,1.0,452.0,18.0,32.0,30.0,126.78628931885584,0.0,0.5293101564308521,2.6102313372166517,0.6310218025575562,1.1245412741800376,0.4357261613407784,0.1578772481136723,1.0591541972566672,-0.0105166864913391,0.269942726579664,0.0,0.0,0.9977876106194692,0.0707964601769911,0.0641592920353982,0.90625,-1.2094937609557524e-05,0.0282360100727267,0.2140035998527178,0.2008914438180811,0.4706898435691479,single,,0.0,en,kappa_vs_majority,0.49977924944812346,0.1
Amazon Polarity [size=655],8,655.0,384.0,2.0,0.8244103724184156,141.0,25.330268457601765,0.499236641221374,0.9999983186345768,0.3447918044902066,0.1458258705126277,26.99361328527348,17.004,52.58197043571881,0.063118935352238,0.0,0.0129342053492364,0.008300715641663,2.9999881943111726,0.0,0.048854961832061,0.9999983186345768,4.661722133425528e-06,0.7622163042338898,0.0,0.0,0.0041019776925176,0.0089810963168163,0.9999983186345768,0.6078467381512893,1.3168448579067507e-16,1.4369022702457758e-16,1.9328575592515194e-17,2.120671400691199e-17,0.8750659476620678,0.2017494185446759,0.2015133655139623,45.088188442684384,0.981844572048751,0.0615471453790996,0.1531622567166883,0.0,0.0040541709682401,0.0,0.8366412213740458,0.0,0.5679389312977099,0.0,0.5,0.0010795523376893,0.0,0.0,0.7956353702571567,0.0,0.0,0.8226464214855547,0.2019469833917391,20.46875,0.5596431529743234,0.2806432600134126,3.9778077926827753,0.0528739817757564,0.2755427278324656,0.4328131767398144,0.0777993932456219,0.0,0.1007633587786259,0.0,0.0977099236641221,0.0,1.3864850171243923,0.9952357088747742,0.4097994595339237,0.1922217854708272,1.312655993672918,0.3620108481218566,2.0710744400211653e-18,2.8021486645157044e-17,0.0014051052062608,0.04581017401538146,-1.3368354543214216,0.3397932864610942,0.0221787202629745,0.0528739817757564,0.5068702290076336,0.4878868488394466,0.0318580257482509,0.3557251908396946,0.4790983352969711,0.2412213740458015,0.4281512474277636,32.0,0.0,0.0,2.0,0.0,1.0,655.0,16.0,32.0,31.0,134.26426045958112,0.0,0.5809736944399696,2.649491447994339,0.6079316170056637,1.3864850171243923,0.4210055717741995,0.159041409352343,1.0385759112369766,-0.0360624121080064,0.2518744336295366,0.0,0.0,1.0,0.048854961832061,0.0442748091603053,0.90625,0.0022472273691193,0.029900603972234,0.2017494185446758,0.2015133655139623,0.4190263055600304,single,,0.0,en,kappa_vs_majority,0.6482837734986613,0.1
Amazon Polarity [size=1398],8,1200.0,384.0,2.0,0.805,149.0,25.748582880584376,0.5,1.0,0.3365219080335651,0.1593589701981738,28.72537779742237,16.996,55.117490169501686,0.063118935352238,0.0,0.0086804376927735,0.0067677902119532,3.321928094887362,0.0,0.0266666666666666,1.0,0.0,0.752237975957022,0.0,0.0,0.002947122381056,0.0064776373700875,1.0,0.6085572434485745,1.2795592761406523e-16,1.5247912526559495e-16,1.8571284398570864e-17,2.5021835980834613e-17,0.8754990269669168,0.1972603151462064,0.1915724093995891,49.127791638602574,0.9823168133602526,0.0579249480489417,0.1611611296923779,0.0,0.0101860848654516,0.0,0.9683333333333334,0.0,0.8341666666666666,0.0,0.5,0.0,0.0,0.0,0.8207425793766814,0.0,0.0,0.8051507425374731,0.218008472155529,37.5,0.5555727807936941,0.2676864514295993,4.301573017513718,0.046672619112583,0.25950500453544,0.3381944225789174,0.0941932973143634,0.0,0.1175,0.0,0.0933333333333333,0.0,1.30341489708665,0.9972423611111112,0.4089498274727209,0.1903775415585898,1.3326780382630457,0.2870066071457745,3.917583849914289e-18,2.981352271047498e-17,0.0101063451330476,0.044850309502662396,-1.4263153736168244,0.3959953329367437,0.0203550773736436,0.046672619112583,0.4575,0.486791286416745,0.0312534670155231,0.3091666666666666,0.4623427006737291,0.1,0.300125078179293,32.0,0.0,0.0,2.0,0.0,1.0,1200.0,16.0,32.0,31.0,162.19899128404631,0.0,0.5658619724719173,2.75899341187987,0.62174942433318,1.30341489708665,0.4165405700384473,0.1565903425794934,1.0301383036860334,-0.0907260591366987,0.2639914915153427,0.0,0.0,0.9975,0.0266666666666666,0.0241666666666666,0.90625,0.0075287748832523,0.0340501211396095,0.1972603151462064,0.191572409399589,0.4341380275280827,single,,0.0,en,kappa_vs_majority,0.6100000000000001,0.1
Enron Spam [baseline size=2000],8,1200.0,384.0,2.0,0.9533333333333333,149.0,7.029544990095942,0.5,1.0,0.3204968480359121,0.2907970382073327,24.854805303452192,16.78,49.41608757338703,0.532541078227774,0.0,0.0087552508730291,0.0018183101464373,3.321927781798877,1.7710959271471282e-06,0.0266666666666666,1.0,0.0,0.8681585109550825,0.0,0.0,0.0041165377977762,0.0130513511371649,1.0,0.5699596640385987,1.349621718232417e-16,1.5929421798537362e-16,1.875012131399501e-17,2.5118811835091237e-17,0.8593299972199056,0.1671608222261212,0.1132000795020768,32.363238211437455,0.976446899995508,0.1069263282822502,0.075643514277221,0.0,0.0003078764634549,0.0,0.7991666666666667,0.0,0.575,0.0,0.5,0.0,0.0,0.0,1.225534124752932,0.0,0.0,0.8072270400341975,0.2181131548949396,37.5,0.518668820362419,0.1930126584425283,4.291028525257651,0.1073453060341907,0.4452297245875006,0.5139744412341131,0.0369864836222427,0.0,0.0374999999999999,0.0,0.0358333333333333,0.0,3.060076136917216,0.9879972222222222,0.3829867176006405,0.1365939359734645,1.355685539179318,0.2732868366172223,4.117077049651622e-18,1.6221837837974285e-17,0.006501778866757,0.02035485155380889,-1.4048052268615896,0.3907604787298082,0.0308992565412255,0.1073453625941702,0.1316666666666666,0.4194447364550817,0.0943474410785813,0.0775,0.267494631375745,0.0183333333333333,0.1342096584300181,32.0,0.0,0.0,2.0,0.0,1.0,1200.0,6.0,32.0,30.0,106.50834012354908,0.0,0.753699200143746,2.7604907660409075,0.5638956206745191,3.060076136917216,0.3917347097421315,0.1189404379402284,1.1497631402580288,-0.0489869529098269,0.2638362132224303,2.789392498207813e-06,0.0,0.8666666666666667,0.0266666666666666,0.0241666666666666,0.90625,0.004669705864002,0.0131120621325111,0.1671608222261212,0.1132000795020768,0.2463007998562539,single,,0.0,en,kappa_vs_majority,0.9066666666666665,0.1
Enron Spam [size=909],4,909.0,384.0,2.0,0.9427942794279428,146.0,11.238796195733867,0.4906490649064906,0.9997476868190296,0.3203091228418122,0.2839104004972638,23.705780295898528,16.572,49.3791441229081,0.5336815529882966,0.0,0.0099897247510163,0.0023221520756038,3.1699225459790767,1.136696187263668e-05,0.0352035203520352,0.9997476868190296,0.0006992753184847,0.8590016974117015,0.0,0.0,0.0045290242048223,0.0142613894523015,0.9997476868190296,0.5744930467946975,1.3682472448945103e-16,1.5072404299826032e-16,1.9599827703872292e-17,2.2911308468558317e-17,0.8612455959252313,0.1699048439461346,0.1132996292579406,32.8032505472279,0.9769411276201192,0.1033165429041774,0.0817025709512235,0.0,0.0004438610913313,0.0,0.7436743674367436,0.0,0.5159515951595159,0.0,0.5,0.0132242192301114,0.0,0.0,1.2141031569448442,0.0,0.0,0.8137994384871013,0.210350890703714,28.40625,0.5226607623574112,0.1894065589646432,4.139193140737378,0.1053818237456476,0.3825766808393048,0.5733932891782246,0.039193687397893,0.0,0.0484048404840483,0.0,0.0319031903190318,0.0,2.8151035424283988,0.9866994400210098,0.3868260301165159,0.135530291856371,1.3305844553344035,0.3420224074626517,-3.8663913776996814e-18,2.0615895947937556e-17,0.0049248148173151,0.02394371789101337,-1.3686468333108008,0.4094671002304671,0.0304770920607291,0.1053820071720718,0.1518151815181518,0.4229882671802135,0.0894555883730506,0.0836083608360836,0.2769519523216566,0.2497249724972497,0.4330920882164527,32.0,0.0,0.0,2.0,0.0,1.0,909.0,9.0,32.0,30.0,103.01000658667284,0.0,0.7378839161561844,2.699231288645205,0.5866854251872436,2.8151035424283988,0.3953664188961993,0.1184425327063246,1.1681448126102794,-0.0309663182511333,0.2788433716572638,2.428493022939642e-06,0.0,0.8745874587458746,0.0352035203520352,0.0319031903190319,0.90625,0.0037010955524386,0.014403408522431,0.1699048439461346,0.1132996292579406,0.2621160838438156,single,,0.0,en,kappa_vs_majority,0.8834080717488789,0.1
Enron Spam [size=1095],8,1095.0,384.0,2.0,0.9488584474885844,148.0,3.275436564820003,0.4904109589041096,0.9997346729553366,0.3147214376405124,0.2875589294640207,24.113785897092058,16.66,48.01230561547801,0.6755738301621815,0.0,0.0108670811637923,0.0038854771631788,3.321911924763258,4.6986759269080385e-06,0.0292237442922374,0.9997346729553366,0.000735327220613,0.8634536678174478,0.0,0.0,0.0047072728153342,0.0140231591817387,0.9997346729553366,0.571521367192062,1.3431403256357782e-16,1.635233510494884e-16,1.937643977719346e-17,2.7055716252172274e-17,0.8591253245181271,0.1690451145189053,0.1108156870142888,28.199105173809823,0.9767014926103936,0.1091322630401055,0.0787203994877527,0.0,0.0006849560777274,0.0,0.719634703196347,0.0,0.5442922374429223,0.0,0.5,0.0135609519679612,0.0,0.0,1.2180275986447908,0.0,0.0,0.812994963441119,0.2120207830074914,34.21875,0.5249883879146484,0.1809957498837762,4.286193888606255,0.1175234217686458,0.4205482485854392,0.4754519123876769,0.0356310769875902,0.0,0.0447488584474885,0.0,0.0264840182648401,0.0,2.930079738633243,0.989006901440754,0.3891109372815045,0.1311398928877686,1.3275835924707895,0.2725577696312273,1.0186549726512211e-17,2.731488509438481e-17,0.0051582975135197,0.017677748596713408,-1.4304361073574317,0.3879488270382525,0.0354527091123391,0.1175236320173765,0.1251141552511415,0.4194037544198438,0.1010318184146097,0.0684931506849315,0.2527056761805816,0.228310502283105,0.419935546579265,32.0,0.0,0.0,2.0,0.0,1.0,1095.0,10.0,32.0,31.0,92.69980483683506,0.0,0.7455522364674035,2.758019699828221,0.5621363277683203,2.930079738633243,0.3950168967345851,0.1158720799149996,1.1490641566984403,-0.0625063051236117,0.2147023770182998,5.4586222132952364e-06,4.291451104211608e-07,0.8657534246575342,0.0292237442922374,0.0264840182648401,0.90625,0.0036740834822813,0.0119439245309956,0.1690451145189053,0.1108156870142888,0.2544477635325964,single,,0.0,en,kappa_vs_majority,0.8957169459962754,0.1
Enron Spam [size=1340],8,1200.0,384.0,2.0,0.9425,148.0,4.373257181297348,0.5,1.0,0.3223257446648452,0.3108750806295559,24.56181056101401,16.74,48.41876693557784,0.4737087712930804,0.0,0.0100336528326063,0.0025539781881611,3.321927468710392,2.4639782088400557e-06,0.0266666666666666,1.0,0.0,0.8675207741427023,0.0,0.0,0.0045542790625875,0.0142705610511124,1.0,0.5643877163782917,1.393088293450565e-16,1.6408062360111111e-16,1.9422004921046258e-17,2.6592749540878885e-17,0.8577425632471504,0.1698249826351691,0.1171835314202027,29.076667271704288,0.976481490825964,0.1108954979476456,0.0760608642968563,0.0,0.0008818827892493,0.0,0.72,0.0,0.5308333333333334,0.0,0.5,0.0,0.0,0.0,1.2667778414048574,0.0,0.0,0.8269707891954571,0.1970587253119439,37.5,0.5225604300239017,0.1891274034994742,4.287535631755503,0.1185897566845646,0.4521044332946201,0.7770966392295555,0.0381173084745191,0.0,0.0424999999999999,0.0,0.0316666666666666,0.0,3.041911282498844,0.9879888888888888,0.3858745468308292,0.1366276319897365,1.3388541773387337,0.3256809576107414,-3.134067079931432e-18,2.4807002155813072e-17,0.0032437399007645,0.014147509042122723,-1.4063338617889944,0.4268176969276515,0.0343918369548886,0.1185898344547044,0.14,0.4140657742931931,0.1055897846889862,0.0791666666666666,0.2701112838138975,0.0491666666666666,0.2163060234992481,32.0,0.0,0.0,2.0,0.0,1.0,1200.0,10.0,32.0,31.0,95.59057970842692,0.0,0.7525922935691536,2.745188039127728,0.6408422496859055,3.041911282498844,0.3945456711870802,0.1208942848573906,1.160707511374793,-0.0416163332701143,0.2792869075663275,4.432621108052786e-06,3.390528867291621e-07,0.8608333333333333,0.0266666666666666,0.0241666666666666,0.90625,0.0020395529724903,0.0107218061361933,0.1698249826351692,0.1171835314202027,0.2474077064308464,single,,0.0,en,kappa_vs_majority,0.885,0.1
Amazon Counterfactual [baseline size=2000],40,815.0,384.0,2.0,0.8515393242167715,138.0,21.363622575275752,0.263803680981595,0.8324321056101425,0.3427578775293695,0.1298427341027163,24.30103199693632,16.812,50.11916364305302,0.3907121702737195,0.0,0.010692249214191,0.0030840466861309,3.16990327246925,0.0,0.0392638036809816,0.8324321056101425,0.3648839928610992,0.6746992801122044,0.0,0.0,0.0028579183530463,0.0031472939926048,0.8324321056101425,0.6460383487735755,1.5180071653562606e-16,1.7514225017959115e-16,4.184196809556928e-17,6.660134014561785e-17,0.8635926500957176,0.3220818230685663,0.2509312405312469,48.70985306588032,0.9857744025442524,0.0273335221695343,0.1889945634115089,0.0,0.0023921900644554,0.0,0.9644171779141104,0.0,0.6380368098159509,0.0,0.5,0.3340320377384304,0.0,0.0,1.0090556450938013,0.0,0.0,0.7583876919080345,0.1766205779070296,25.46875,0.7147087743567624,0.2366667279171354,3.9852457739599902,0.0191061993101167,0.1021231002429353,0.2901882334211251,0.0981235464585962,0.0,0.1239263803680981,0.0,0.1092024539877301,0.0,0.8356003929518516,0.9948857691294366,0.5239062094055059,0.1568147763291658,1.6608182981096689,0.4096576148065223,8.318158704438481e-18,3.897143306683853e-17,-0.0115199316714262,0.06818798020353536,-1.6477786397117322,0.3974162864681705,0.0170896041194021,0.0191061993101167,0.4134969325153374,0.4810306765195146,0.0356815303250938,0.2736196319018404,0.4460897846046368,0.0773006134969325,0.2672318315263919,32.0,0.0,0.0,2.0,0.0,1.0,815.0,22.0,32.0,32.0,184.48722663917047,0.0,0.4552191185839268,3.3085969378214015,0.7092325864917868,0.8356003929518516,0.5404260659579592,0.176039556557027,1.042640071563653,0.0307041373386044,0.2378998636056681,0.0,0.0,0.9938650306748468,0.0392638036809816,0.0355828220858895,0.90625,-0.0090890963739162,0.0442380260911952,0.3220818230685662,0.2509312405312469,0.5447808814160732,single,,0.0,en,kappa_vs_majority,0.437230461565901,0.1
Amazon Counterfactual [size=320],2,320.0,384.0,2.0,0.8937577146887675,115.0,21.891275052020287,0.10625,0.4885001607588282,0.3819863036735883,0.1485976144660241,22.90167965936995,16.78,44.14323867784756,0.4142463035441596,0.0,0.0144014933312133,0.0042992824889258,2.584906261759072,0.0,0.1,0.4885001607588282,0.7655511621178512,0.5787417471845425,0.0,0.0,0.0048309701663104,0.0035015673322712,0.4885001607588282,0.6541008077071009,1.1526667557366296e-16,1.2865136396951995e-16,3.431248860846371e-17,4.637315500401025e-17,0.819474921630094,0.3448119586169822,0.2775061400099544,27.05462024834532,0.9895330621895556,0.0154667602352201,0.1594761380595058,0.0,1.0269105411500378e-05,0.0,0.80625,0.0,0.0,0.0,0.5,0.5568465901844062,0.0,0.0,1.1075171557317929,0.0,0.0,0.6623614479156814,0.1711842916929974,10.0,0.7259484656267541,0.2448702899164841,3.0553503509014925,0.0134863986064501,0.1434353848315126,0.4240545049139235,0.0633860808842554,0.0,0.0593749999999999,0.0,0.05625,0.0,0.5036282774395157,0.968388671875,0.5317765499146623,0.1659619580382013,1.565283712836637,0.4019905333376111,3.285132582631078e-18,2.4516859538380197e-17,0.0124460905193207,0.07054195023665209,-1.599184177934689,0.4982051549563699,0.0180560716164073,0.0134863986064501,0.25625,0.4645142834290421,0.0429028656980119,0.184375,0.3883970555079848,0.128125,0.3347523999600255,32.0,0.0,0.0,2.0,0.0,1.0,320.0,21.0,32.0,28.0,142.15994733927576,0.0,0.3349420099342169,3.164467890771326,0.8368673126382231,0.5036282774395157,0.5563779141950308,0.1907691060752303,1.3710946624842086,-0.0023044271295802,0.2911943350350652,0.0,0.0,0.9625,0.1,0.090625,0.90625,0.0080753314217123,0.050870085360524,0.3448119586169823,0.2775061400099545,0.6650579900657831,single,,0.0,en,kappa_vs_majority,7.260883545863056e-05,0.1
Amazon Counterfactual [size=634],2,634.0,384.0,2.0,0.8848624400131152,136.0,21.353084651716287,0.1056782334384858,0.4867409730370185,0.3446449450104563,0.1425748178452693,24.129035321440806,16.804,49.571529993289275,0.3969685126052191,0.0,0.0114089870119466,0.0025263910146141,2.99997850992186,0.0,0.0504731861198738,0.4867409730370185,0.7669229211787298,0.5133543313727926,0.0,0.0,0.0026486061209984,0.0017786929370178,0.4867409730370185,0.6526088739617173,1.2674371220504563e-16,1.4681991734813895e-16,3.239493102401848e-17,3.69730273972159e-17,0.824365472114661,0.329168377136703,0.2558642740440493,34.64193749546892,0.9917646040768998,0.0114918018620293,0.209548882519394,0.0,2.6533581777154715e-05,0.0,0.8990536277602523,0.0,0.2555205047318612,0.0,0.5,0.5576551902102109,0.0,0.0,0.9820060100046548,0.0,0.0,0.7465616413062275,0.1328793380265592,19.8125,0.7261762506260789,0.2342676872024855,3.4726688550717784,0.0091932336257114,0.0535307064505292,0.2664621422370352,0.0683935246873442,0.0,0.0899053627760252,0.0,0.082018927444795,0.0,0.3578334824089478,0.984209714496114,0.5332127979455634,0.1598138078083662,1.660165935241512,0.4800865605906584,-8.252249216949607e-18,4.6002474999598766e-17,-0.0116950868755861,0.06050496276447207,-1.671756861806996,0.411312453414833,0.0140506278871002,0.0091932336257114,0.2397476340694006,0.4639964133768481,0.0425476344667473,0.1750788643533123,0.3803346120869291,0.1498422712933754,0.3571985615384436,32.0,0.0,0.0,2.0,0.0,1.0,634.0,21.0,32.0,32.0,212.51206038814237,0.0,0.2635326695392069,3.3319227970485077,0.8264086494507243,0.3578334824089478,0.5461689551327721,0.1785037441324254,1.0583808427756043,0.0056207804974368,0.2321534280683348,0.0,0.0,0.9574132492113564,0.0504731861198738,0.0457413249211356,0.90625,-0.0076597719263651,0.0429314208598164,0.329168377136703,0.2558642740440493,0.736467330460793,single,,0.0,en,kappa_vs_majority,-0.08951064226395455,0.1
